game_name,tags,followers,oweners,num_ytube_vids(one_day)
Half-Life 2: VR Mod - Episode One,[],nan,": 0 .. 20,000",nan
Pipejob,"['Simulation', 'Action', 'Indie', 'VR', 'Family Friendly', 'Psychological Horror', 'Singleplayer', 'Physics', 'Cartoon', 'Funny', 'Difficult', 'First-Person', 'Great Soundtrack', 'Comedy', 'Score Attack', 'Illuminati', 'Memes', 'Casual', 'Strategy', 'Sports', 'VR Only']",": 1,057",": 0 .. 20,000",nan
RollerCoaster Legends,"['Adventure', 'VR', 'Casual', 'VR Only']",: 218,": 0 .. 20,000",nan
Warp Out,"['VR', 'Bullet Hell', 'Futuristic', 'Action', ""Shoot 'Em Up"", 'Singleplayer', 'Score Attack', '6DOF', 'Linear', 'Adventure', 'Arcade', 'Shooter', 'Stylized', 'Sci-fi', 'On-Rails Shooter', 'Combat', 'PvE', 'Family Friendly', '3D', 'Indie', 'VR Only']",: 47,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Welcome Above,"['Indie', 'Adventure', 'Early Access', 'Racing', 'VR', 'Flight', 'Music', 'VR Only']",: 178,": 0 .. 20,000",nan
Short Circuit VR,"['Simulation', 'Indie', 'Early Access', 'VR', 'Free to Play', 'Education', 'VR Only']",: 859,": 20,000 .. 50,000",nan
Plenty: Skyhearth,"['Free to Play', 'Casual', 'Action', 'RPG', 'Indie', 'VR', 'VR Only']",: 423,": 0 .. 20,000",nan
Plenty: Skyhearth,"['Free to Play', 'Casual', 'Action', 'RPG', 'Indie', 'VR', 'VR Only']",: 423,": 0 .. 20,000",nan
Short Circuit VR,"['Simulation', 'Indie', 'Early Access', 'VR', 'Free to Play', 'Education', 'VR Only']",: 859,": 20,000 .. 50,000",nan
Open Brush,[],nan,": 0 .. 20,000",nan
Google Spotlight Stories: Pearl,"['Free to Play', 'Adventure', 'VR', 'VR Only']",": 1,490",": 50,000 .. 100,000",nan
Deserving Life,"['Free to Play', 'Horror', 'VR', 'VR Only']",: 954,": 20,000 .. 50,000",nan
Organ Quarter,"['Survival Horror', 'Psychological Horror', 'Action-Adventure', 'Atmospheric', 'Exploration', 'Surreal', 'Horror', 'Adventure', 'Action', 'Combat', 'Singleplayer', 'Violent', 'Gore', 'Indie', 'VR', 'VR Only']",": 1,833",": 20,000 .. 50,000",nan
Shopkeeper Simulator VR,"['Casual', 'Simulation', 'Indie', 'VR', 'Action', 'Singleplayer', 'Time Management', 'Family Friendly', 'First-Person', 'Early Access', 'Funny', 'Trading', 'Cartoon', 'Economy', 'Physics', 'Management', 'VR Only']",: 187,": 0 .. 20,000",nan
void LINK,"['Strategy', 'Indie', 'Early Access', 'VR', 'Casual', 'RTS', 'Space', 'MOBA', 'PvP', 'Sci-fi', 'e-sports', 'VR Only']",: 268,": 0 .. 20,000",: 0 new videos uploaded yesterday.
PolyCube,"['Indie', 'Casual', 'Strategy', 'VR', 'Puzzle', 'Action', 'Competitive']",: 225,": 0 .. 20,000",nan
Street Champ VR,"['Action', 'Adventure', 'Simulation', 'VR', 'VR Only']",: 90,": 0 .. 20,000",nan
Audio Factory,"['Casual', 'Adventure', 'VR', 'VR Only']",: 253,": 0 .. 20,000",nan
HORIZON VANGUARD,"['Action', 'Shooter', 'Linear', 'Singleplayer', 'VR', 'Bullet Hell', 'On-Rails Shooter', 'Arcade', ""Shoot 'Em Up"", 'FPS', 'First-Person', 'Driving', 'Retro', 'Futuristic', 'Colorful', 'Combat', 'Indie', 'Score Attack', 'Multiple Endings', 'Vehicular Combat']",: 194,": 0 .. 20,000",nan
Elena,"['Adventure', 'VR', 'Walking Simulator']",: 380,": 0 .. 20,000",: 30 new videos uploaded yesterday.
VR Ping Pong Paradise,"['Sports', 'VR', 'Action', 'Indie', 'Casual', 'VR Only']",: 146,": 0 .. 20,000",nan
KILLING A SUPERSTAR,"['VR', 'Mystery', 'Puzzle', 'Investigation', 'Drama', 'Indie', 'Asymmetric VR', 'Video Production', 'VR Only']",: 193,": 0 .. 20,000",nan
Poker Show VR,"['Sexual Content', 'Casual', 'Indie', 'VR', 'Nudity', 'VR Only']",: 459,": 0 .. 20,000",nan
Mace and Grace: action fight blood fitness arcade,"['Indie', 'Casual', 'Action', 'Sports', 'VR', 'First-Person', 'Fast-Paced', 'Violent', 'Gore', 'Singleplayer', 'Comedy', 'Arcade', 'Medieval', 'Tower Defense', 'Early Access', 'Fantasy', 'VR Only']",: 325,": 0 .. 20,000",nan
Loco Parentis / 孤女咒怨,"['Indie', 'Adventure', 'Horror', 'Co-op', 'Action', 'Massively Multiplayer', 'RPG', 'Dark', 'VR', 'Psychological Horror', 'Violent', 'Mystery', 'Online Co-Op', 'Rogue-lite', 'Gore', 'First-Person', 'Story Rich']",": 4,955",": 20,000 .. 50,000",nan
Necro Mutex,"['Action', 'Adventure', 'Indie', 'Gore', 'Violent', 'VR', 'FPS', 'Horror', 'Shooter', 'First-Person']",: 199,": 0 .. 20,000",nan
Space Rift - Episode 1,"['Action', 'Adventure', 'Simulation', 'VR', 'Space', 'Indie', 'Atmospheric', 'Singleplayer', 'Space Sim']",": 1,970",": 0 .. 20,000",nan
Lems,"['Indie', 'VR', 'Arcade', 'Platformer', 'Singleplayer', 'VR Only']",: 136,": 0 .. 20,000",nan
Happy Penguin VR,"['Indie', 'Simulation', 'Action', 'Adventure', 'Sports', 'VR', 'Casual', 'Puzzle', 'Singleplayer', 'VR Only']",: 156,": 0 .. 20,000",nan
Chess VR: Multiverse Journey,"['Turn-Based Tactics', 'Board Game', 'Exploration', 'PvP', 'Immersive Sim', 'VR', 'Strategy', 'Turn-Based Strategy', 'Tabletop', 'Space', '3D', 'Multiplayer', 'Casual', 'First-Person', 'Cartoony', 'Medieval', 'Fantasy', '6DOF', 'Singleplayer', 'Indie', 'VR Only']",: 111,": 0 .. 20,000",nan
Guns & Notes,"['Action', 'Indie', 'Casual', 'VR', 'VR Only']",: 59,": 0 .. 20,000",nan
Red Wings: Aces of the Sky,"['Action', 'Flight', 'Shooter', 'Third Person', 'Arcade', 'Military', 'Simulation', 'First-Person', 'Strategy', 'Sci-fi', 'War', 'Story Rich', 'Singleplayer', 'Multiplayer', 'Jet', 'Anime', 'Controller', 'VR', 'Great Soundtrack', 'Silent Protagonist']",": 3,628",": 100,000 .. 200,000",nan
Spuds Unearthed,"['Action', 'Strategy', 'Indie', 'VR', 'Massively Multiplayer', 'Real-Time', 'Cartoony', 'Asynchronous Multiplayer', 'Space', 'Military', 'VR Only']",: 308,": 0 .. 20,000",nan
Discovering Space 2,"['Casual', 'Simulation', 'Indie', 'VR', 'Space', 'VR Only']",: 471,": 0 .. 20,000",nan
The Edgar Mitchell Overview Effect VR Experience,"['Education', 'VR', 'Experience', 'Flight', 'Space Sim', 'VR Only']",: 153,": 20,000 .. 50,000",nan
Nature Treks: Together,"['Early Access', 'Simulation', 'Nature', 'Relaxing', 'VR', 'Walking Simulator', 'Online Co-Op', 'Open World', 'Immersive Sim', 'Co-op', 'Multiplayer', 'Singleplayer', 'Atmospheric', 'Education', 'Exploration', 'Immersive', 'Indie', 'Music', 'Philosophical', 'Realistic', 'VR Only']",: 434,": 0 .. 20,000",nan
Samurai Sword VR,"['Action', 'Casual', 'VR', 'Swordplay', 'Ninja', 'Anime', 'VR Only']",: 341,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Sky Squadron,"['Early Access', 'On-Rails Shooter', 'Action', 'VR', 'Online Co-Op', 'Flight', 'Simulation', 'Family Friendly', 'Shooter', 'Arcade', ""Shoot 'Em Up"", 'Cartoon', 'Colorful', 'First-Person', 'Comedy', 'Multiple Endings', 'Vehicular Combat', 'Co-op', 'Co-op Campaign', 'Multiplayer']",: 186,": 0 .. 20,000",nan
Double Shot,"['Action', 'Early Access', 'Gore', 'Violent', 'VR', 'Unforgiving', 'Shooter', 'FPS', 'Immersive', 'Gun Customization', 'VR Only']",: 229,": 0 .. 20,000",: 10 new videos uploaded yesterday.
Thrills & Chills - Roller Coasters,"['Simulation', 'VR', 'Singleplayer', 'VR Only']",: 268,": 0 .. 20,000",nan
Euclidean,"['Indie', 'Action', 'Lovecraftian', 'Atmospheric', 'Horror', 'First-Person', 'VR', 'Casual', 'Abstract', 'Singleplayer']",": 1,917",": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
Super Island God VR,"['Simulation', 'Strategy', 'VR', 'Indie', 'God Game', 'VR Only']",: 946,": 0 .. 20,000",nan
Wow Dance,"['Casual', 'Rhythm', 'VR', '3D', 'Clicker', 'Cute', 'First-Person', 'Free to Play', 'Relaxing', 'Controller', 'Singleplayer', 'VR Only']",: 239,": 0 .. 20,000",nan
Trials on Tatooine,"['VR', 'Action', 'Free to Play', 'VR Only']",": 4,555",": 200,000 .. 500,000",nan
Restrictr,"['Utilities', 'VR', 'Software Training']",: 45,": 0 .. 20,000",nan
Bitslap,"['Indie', 'VR', 'VR Only']",: 128,": 0 .. 20,000",nan
Garage Drummer VR,"['Audio Production', 'Early Access', 'VR', 'Music', 'Simulation', 'Casual', 'Sandbox', 'Relaxing', 'VR Only']",: 253,": 0 .. 20,000",nan
PowersVR,"['Action', 'Indie', 'Simulation', 'VR', 'Superhero', 'Early Access', 'Comic Book', 'VR Only']",: 395,": 0 .. 20,000",nan
Survival VR,"['Adventure', 'Indie', 'Casual', 'Gore', 'Violent', 'Zombies', 'VR', 'Shooter', 'Survival', 'VR Only']",: 222,": 0 .. 20,000",nan
In Memory,"['Indie', 'VR', 'Story Rich', 'VR Only']",: 105,": 0 .. 20,000",nan
OpenGloves,[],nan,": 0 .. 20,000",nan
Home Improvisation: Furniture Sandbox,"['Simulation', 'Indie', 'Casual', 'Local Co-Op', 'VR', 'Online Co-Op', 'Building', 'Funny', 'Psychological Horror', 'Physics', 'Sandbox']",": 3,438",": 20,000 .. 50,000",nan
Octopus Bar,"['Free to Play', 'Indie', 'Action', 'Casual', 'Adventure', 'Early Access', 'VR', 'VR Only']",: 863,": 50,000 .. 100,000",nan
OK Bob,"['Indie', 'Casual', 'VR', 'VR Only']",: 92,": 0 .. 20,000",: 1 new videos uploaded yesterday.
DUO,"['Action', 'Casual', 'Sports', 'Indie', 'VR', 'VR Only']",: 280,": 0 .. 20,000",nan
A.D. 2047,"['VR', 'Cyberpunk', 'Cinematic', 'Story Rich', 'Emotional', 'Quick-Time Events', 'Dynamic Narration', 'Thriller', 'Sci-fi', 'Futuristic', 'Atmospheric', 'RPG', 'FPS', 'Mystery', 'Choices Matter', 'Boxing', 'Exploration', 'Narration', 'Action RPG', 'Adventure', 'VR Only']",": 25,785",": 50,000 .. 100,000",nan
WORLDS AT WAR (Monitors & VR),"['Early Access', 'Action', 'Indie', 'Simulation', 'VR', 'War', 'Singleplayer', ""Shoot 'Em Up"", 'Flight', 'Third Person', 'First-Person', 'Sci-fi']",": 2,524",": 0 .. 20,000",nan
Red Wings: Aces of the Sky,"['Action', 'Flight', 'Shooter', 'Third Person', 'Arcade', 'Military', 'Simulation', 'First-Person', 'Strategy', 'Sci-fi', 'War', 'Story Rich', 'Singleplayer', 'Multiplayer', 'Jet', 'Anime', 'Controller', 'VR', 'Great Soundtrack', 'Silent Protagonist']",": 3,628",": 100,000 .. 200,000",nan
Rexodus: A VR Story Experience,"['VR', 'Free to Play', 'Indie', 'Casual', 'VR Only']",: 634,": 100,000 .. 200,000",nan
Desolatium: Prologue,"['Exploration', 'Mystery', 'Point & Click', 'Adventure', 'First-Person', 'VR', 'Horror', 'Detective', 'Lovecraftian', 'Choose Your Own Adventure', 'Psychological Horror', 'Story Rich', 'Visual Novel', 'Narration', 'Multiple Endings', 'Realistic', 'Thriller', 'Investigation', 'Psychological', 'Dark']",: 468,": 50,000 .. 100,000",nan
Party Pie: Free Pie,[],nan,": 0 .. 20,000",nan
Bigscreen Beta,"['VR', 'Free to Play', 'Open World', 'Software', 'Utilities', 'Split Screen', 'Multiplayer', '3D', 'Movie', 'First-Person', 'Casual', 'Choose Your Own Adventure', 'Exploration', 'Cinematic', 'Simulation', 'Futuristic', 'Nature', 'Relaxing', 'Sci-fi', 'Conversation', 'VR Only']",": 10,293",": 500,000 .. 1,000,000",: 0 new videos uploaded yesterday.
Half-Life 2: VR Mod - Episode Two,[],nan,": 0 .. 20,000",nan
Colory Engine,"['Simulation', 'Indie', 'Design & Illustration', 'VR', 'Casual', 'Relaxing', 'Singleplayer', 'Hand-drawn', 'Audio Production', 'Video Production', 'Animation & Modeling']",: 372,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Tarzan VR™  The Trilogy Edition,"['VR', 'Simulation', '6DOF', 'Fighting', ""Beat 'em up"", 'Fantasy', 'Combat', 'Superhero', 'Episodic', 'Physics', 'First-Person', 'Immersive Sim', 'Action-Adventure', 'Indie', 'FPS', 'Singleplayer', 'Story Rich', '3D', 'Action', 'Adventure', 'VR Only']",: 385,": 0 .. 20,000",nan
Wild Gun,"['Action', 'Casual', 'Shooter', 'Arcade', 'FPS', 'Hero Shooter', 'Heist', ""Shoot 'Em Up"", 'First-Person', '3D', 'VR', 'Horses', 'Crime', 'Detective', 'America', 'Western', '6DOF', 'Bullet Time', 'Combat', 'Singleplayer', 'VR Only']",: 52,": 0 .. 20,000",nan
Doorways: The Underworld,"['Horror', 'Adventure', 'Action', 'Indie', 'Survival Horror', 'First-Person', 'VR', 'Dark', 'Psychological Horror', 'Singleplayer', 'Mature', 'Stealth', 'Gore', 'Violent', 'Puzzle-Platformer', 'Atmospheric', 'Detective', 'Mystery', '3D Vision', 'Puzzle']",": 2,318",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
ROMBIE,"['RPG', 'Indie', 'Action', 'VR', 'Open World', 'First-Person', 'Stealth', 'Sci-fi', 'Retro', 'Real-Time', 'Futuristic', 'Dystopian ', 'Procedural Generation', 'Robots', 'Bullet Time', 'Multiple Endings', 'FPS', 'Action RPG']",: 422,": 0 .. 20,000",nan
PolyDome,"['Free to Play', 'Simulation', 'Casual', 'VR', 'Early Access', 'Music', 'VR Only']",": 1,308",": 50,000 .. 100,000",nan
Snowday,"['Action', 'Early Access', 'VR', 'Multiplayer', 'Competitive', 'Indie', 'VR Only']",: 193,": 0 .. 20,000",nan
VR Slugger: The Toy Baseball Field,"['Action', 'Casual', 'Sports', 'Indie', 'VR', 'VR Only']",: 174,": 0 .. 20,000",nan
Tornuffalo,"['Action', 'VR', 'VR Only']",: 0,": 0 .. 20,000",nan
Organ Quarter,"['Survival Horror', 'Psychological Horror', 'Action-Adventure', 'Atmospheric', 'Exploration', 'Surreal', 'Horror', 'Adventure', 'Action', 'Combat', 'Singleplayer', 'Violent', 'Gore', 'Indie', 'VR', 'VR Only']",": 1,833",": 20,000 .. 50,000",nan
Mondly: Learn Languages in VR,"['Casual', 'Simulation', 'Education', 'VR', 'Multiplayer', 'VR Only']",: 872,": 0 .. 20,000",nan
Dark Forest: Lost Story VR,"['Action', 'VR', 'Adventure', 'Action-Adventure', 'Action RPG', 'Idler', 'Mythology', 'Dungeon Crawler', 'Creature Collector', '3D', 'First-Person', 'Demons', 'Historical', 'Dark', 'Werewolves', 'Underground', 'Psychological Horror', 'Horror', 'Story Rich', 'Singleplayer', 'VR Only']",: 138,": 0 .. 20,000",nan
Knife Club,"['Action', 'Early Access', 'Indie', 'Multiplayer', 'VR', 'First-Person', 'VR Only']",: 212,": 0 .. 20,000",: 0 new videos uploaded yesterday.
INVASION!,"['Adventure', 'Casual', 'VR', 'VR Only']",: 712,": 50,000 .. 100,000",: 50 new videos uploaded yesterday.
Westard,"['Action', 'Indie', 'Early Access', 'VR', 'Western', 'VR Only']",: 497,": 0 .. 20,000",nan
Stocksynd House,"['Adventure', 'Indie', 'VR', 'Psychological Horror', 'Story Rich', 'Physics', 'Atmospheric', 'VR Only']",: 274,": 0 .. 20,000",nan
Paper Dolls VR,"['Action', 'Adventure', 'Indie', 'VR', 'Survival Horror', 'Horror', 'VR Only']",: 967,": 0 .. 20,000",nan
Green Fairy VR,[],nan,": 0 .. 20,000",nan
PYTHIAN,"['VR', 'Casual', 'Immersive Sim', 'Rhythm', 'Interactive Fiction', 'Multiplayer', 'Action-Adventure', 'Action', 'First-Person', 'Simulation', 'Mystery', 'Cinematic', 'Dark', 'Massively Multiplayer', 'Co-op', 'Online Co-Op', 'Early Access']",: 362,": 0 .. 20,000",nan
Sniper Rust VR,"['FPS', 'Open World', 'Sniper', 'Driving', 'Shooter', 'First-Person', 'VR', 'Story Rich', 'Bullet Time', 'Gun Customization', 'Action', 'Simulation', 'Realistic', 'Family Friendly', 'Atmospheric', 'Adventure', 'Singleplayer', 'Gore', 'Indie', 'Mature', 'VR Only']",: 485,": 0 .. 20,000",: 0 new videos uploaded yesterday.
ViKubb,"['Casual', 'Sports', 'VR', 'Multiplayer', 'Competitive', 'VR Only']",: 75,": 0 .. 20,000",nan
Stack,"['3D Platformer', 'Puzzle', 'Sandbox', 'Strategy', '3D', 'First-Person', 'VR', 'Casual', 'Colorful', 'Pixel Graphics', 'Physics', 'Memes', 'Singleplayer', 'Fast-Paced', 'Indie', 'FPS', 'Open World', 'Crafting', 'Difficult', 'Futuristic', 'VR Only']",: 65,": 50,000 .. 100,000",nan
The Kremer Collection VR Museum,"['Simulation', 'Education', 'VR', 'VR Only']",: 161,": 0 .. 20,000",nan
Tyrgard Archer VR,"['Colorful', 'Fantasy', 'VR', 'Archery', 'Casual', 'Action', 'FPS', 'Precision Platformer', 'Spectacle fighter', 'Tower Defense', 'Rogue-lite', 'Action-Adventure', 'Shooter', 'Survival', 'Comic Book', 'First-Person', 'Score Attack', '3D', 'Dragons', 'Singleplayer', 'VR Only']",: 132,": 0 .. 20,000",nan
Batter Up! VR,"['Casual', 'Simulation', 'VR', 'Funny', 'Asymmetric VR', 'VR Only']",: 156,": 0 .. 20,000",nan
FUTURE GPX CYBER FORMULA SIN VIER,"['Racing', 'Sports', 'Action', 'Indie', 'VR', 'Anime']",": 2,187",": 0 .. 20,000",nan
Dimensional Rift,"['Free to Play', 'Indie', 'VR', 'Arcade', 'VR Only']",: 153,": 0 .. 20,000",nan
Virtual Becomes Reality: A Stanford VR Experience,[],nan,": 0 .. 20,000",nan
Hop Step Sing! VR Live Hop☆Summer 2nd,"['Casual', 'Cute', 'Anime', 'Female Protagonist', 'Singleplayer', 'VR']",: 162,": 0 .. 20,000",nan
ProjectM : Daydream,"['Simulation', 'Adventure', 'VR', 'Sexual Content', 'Dating Sim', 'VR Only']",": 1,208",": 0 .. 20,000",nan
Jupiteration,"['Action', 'VR', 'VR Only']",: 120,": 0 .. 20,000",nan
Minesweeper Peak VR,"['Indie', 'Casual', 'VR', 'Puzzle', 'VR Only']",: 26,": 0 .. 20,000",nan
101010,"['Free to Play', 'Puzzle', 'Casual', 'VR', 'Minimalist', '3D', 'Relaxing', 'Singleplayer', 'Indie', 'VR Only']",: 50,": 0 .. 20,000",nan
JUMP,"['Action', 'Indie', 'VR', 'First-Person', 'Score Attack', 'Time Attack', 'Puzzle', 'Parkour', 'VR Only']",: 0,": 0 .. 20,000",: 50 new videos uploaded yesterday.
Locomancer,"['Simulation', 'Indie', 'Casual', 'Free to Play', 'VR', 'Trains', 'Relaxing', 'On-Rails Shooter', 'VR Only']",: 524,": 0 .. 20,000",nan
VR2: Vacate 2 Rooms (Virtual Reality Escape),"['Adventure', 'Indie', 'VR', 'Escape Room', 'Puzzle', 'Early Access', 'Lovecraftian', 'VR Only']",: 110,": 0 .. 20,000",nan
Dream Golf VR,"['Free to Play', 'VR', 'Mini Golf', 'Golf', 'Realistic', 'Casual', 'Sports', 'Arcade', 'Indie', 'Adventure', 'Futuristic', 'Exploration', '3D Platformer', 'Choose Your Own Adventure', 'Puzzle-Platformer', 'Fantasy', 'Atmospheric', 'Family Friendly', 'Logic', 'Modern', 'VR Only']",: 411,": 100,000 .. 200,000",nan
Empty Town,"['Action', 'Adventure', 'Gore', 'Violent', 'VR', 'Horror', 'Shooter', 'FPS', 'Survival Horror', 'VR Only']",: 477,": 0 .. 20,000",nan
The Crystal Nebula,"['Action', 'Indie', 'VR', 'VR Only']",: 85,": 0 .. 20,000",nan
sCATter,"['Early Access', 'Casual', 'Action', 'Indie', 'VR', 'Music', 'Rhythm', 'Shooter', 'VR Only']",: 278,": 0 .. 20,000",: 50 new videos uploaded yesterday.
L U N E,"['Indie', 'Casual', 'Simulation', 'VR', 'VR Only']",: 261,": 0 .. 20,000",: 13 new videos uploaded yesterday.
Time Lock VR 2,"['Adventure', 'Action', 'Action-Adventure', 'Choose Your Own Adventure', 'Exploration', 'Dungeon Crawler', 'Hidden Object', 'Cute', 'Logic', 'Magic', 'Time Travel', 'Investigation', 'Medieval', 'Mystery', 'Dark Fantasy', 'Time Manipulation', 'VR', 'Bullet Time', 'Emotional', 'Singleplayer', 'VR Only']",": 1,908",": 20,000 .. 50,000",nan
Babel: Tower to the Gods,"['Indie', 'Early Access', 'VR', 'Puzzle', 'Physics', 'Family Friendly', 'VR Only']",: 208,": 0 .. 20,000",nan
VR Amazing Files: Horror Hospital,"['Adventure', 'Violent', 'Indie', 'VR', 'Horror', 'VR Only']",: 343,": 0 .. 20,000",nan
Sheriff Exam,"['Western', 'VR', 'Shooter', 'Bullet Time', 'FPS', 'Action', 'Adventure', 'Simulation', 'Action RPG', 'Arena Shooter', 'On-Rails Shooter', 'Singleplayer', 'Indie', ""Shoot 'Em Up"", 'America', 'Funny', 'Historical', 'Survival', 'Underground', 'Zombies', 'VR Only']",: 84,": 0 .. 20,000",nan
心境 VR / Mind VR Exploration,"['Casual', 'Education', 'Immersive Sim', 'Life Sim', 'Exploration', 'Adventure', 'Visual Novel', 'VR', 'Clicker', 'Crafting', 'Experimental', 'Indie', 'Simulation', '6DOF', 'Singleplayer', 'VR Only']",: 926,": 0 .. 20,000",nan
Roald Amundsen's House,"['Education', 'VR']",: 117,": 0 .. 20,000",nan
BladeShield,"['Action', 'Casual', 'VR', 'VR Only']",: 109,": 0 .. 20,000",nan
Armed Against the Undead,"['Action', 'Adventure', 'Early Access', 'VR', 'Zombies', 'VR Only']",: 248,": 0 .. 20,000",nan
RIFF VR,"['Simulation', 'RPG', 'VR', 'Music', 'Early Access']",: 234,": 0 .. 20,000",nan
Pong It! VR,"['Simulation', 'Sports', 'Indie', 'Casual', 'Early Access', 'VR', 'VR Only']",: 113,": 0 .. 20,000",: 0 new videos uploaded yesterday.
VROOM: Galleon,"['Indie', 'Adventure', 'Casual', 'Pirates', 'VR', 'Historical', 'Sailing', 'Exploration', 'First-Person', 'Relaxing', 'Flight', 'Family Friendly', 'VR Only']",: 982,": 0 .. 20,000",nan
VR Hiroshima 1945,"['Adventure', 'Exploration', 'First-Person', 'VR', 'Underwater', 'Singleplayer', 'VR Only']",: 100,": 0 .. 20,000",nan
The Fastest Fist,"['Boxing', 'Action', 'Sports', 'VR', 'VR Only']",: 387,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Crawlspace 2,[],nan,": 0 .. 20,000",nan
Phantasma VR Director's Cut,"['Adventure', 'Indie', 'VR', 'Puzzle', 'Horror', 'Surreal', 'Psychological Horror', 'Conspiracy', 'Atmospheric', 'Experimental', 'Supernatural', 'Drama', 'Dark Humor', 'Modern', 'Narration', 'Cartoony', 'Funny', 'Thriller', 'Psychedelic', 'Satire', 'VR Only']",: 428,": 0 .. 20,000",nan
Star Chart,"['Simulation', 'VR', 'Space']",": 1,335",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Headshot VR,"['Action', 'Massively Multiplayer', 'Indie', 'VR', 'Early Access', 'VR Only']",: 469,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Antiprism,"['VR', 'Action', 'Space', 'Shooter', 'Bullet Hell', ""Shoot 'Em Up"", 'Pirates', 'PvE', 'Sci-fi', 'Arcade', 'Retro', 'Singleplayer', 'Gun Customization', 'Adventure', 'Combat', 'Flight', '3D', 'Third Person', 'Aliens', 'Colorful', 'VR Only']",: 237,": 0 .. 20,000",nan
PROZE: Enlightenment,"['Adventure', 'Indie', 'VR', 'Action', 'Horror', 'Episodic', 'Atmospheric', 'Sci-fi', 'Supernatural', 'Time Travel', 'Singleplayer', 'Exploration', 'Great Soundtrack', 'Story Rich', 'Psychological Horror', 'Detective', 'Open World', 'Puzzle', 'First-Person', 'Walking Simulator', 'VR Only']",": 1,000",": 0 .. 20,000",nan
Drone Fighters,"['Action', 'Early Access', 'Indie', 'Simulation', 'Sports', 'VR', 'Fighting', 'Multiplayer', 'Character Customization']",: 212,": 0 .. 20,000",nan
Irrational Exuberance: Prologue,"['Casual', 'Adventure', 'Free to Play', 'Indie', 'VR', 'VR Only']",": 1,382",": 100,000 .. 200,000",nan
Telefrag VR,"['VR', 'Arena Shooter', 'FPS', 'Casual', 'PvP', 'Shooter', 'First-Person', 'Alternate History', 'Action', 'Space', 'Sci-fi', 'Futuristic', 'Combat', 'Singleplayer', 'Multiplayer', 'Fast-Paced', 'Mature', 'Indie', 'Violent', 'VR Only']",": 1,256",": 0 .. 20,000",nan
HATCHICK,"['Action', 'Indie', 'VR', 'Shooter', 'VR Only']",: 0,": 0 .. 20,000",nan
Ancient Amuletor VR,"['Action', 'Casual', 'VR', 'VR Only']",: 524,": 0 .. 20,000",nan
VR Jurassic Escape,"['Casual', 'Stealth', 'Realistic', 'VR', 'Singleplayer', 'Dinosaurs', 'VR Only']",: 699,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Cute Girls VR,"['Sexual Content', 'Nudity', 'VR', 'Casual', 'Indie', 'Simulation', 'Anime', 'Action', 'Adventure', 'Sports', 'Mature', 'RPG', 'Singleplayer', 'Horror', 'Strategy', 'Female Protagonist', 'Visual Novel', 'Psychological Horror', 'Funny', 'Atmospheric', 'VR Only']",": 1,295",": 0 .. 20,000",: 0 new videos uploaded yesterday.
FlyingMetalSuit,"['Indie', 'VR', 'VR Only']",: 78,": 0 .. 20,000",nan
Treekeepers,[],nan,": 0 .. 20,000",nan
Yupitergrad 🚀: Sneaki Peaki (Virtual Reality Adventure),[],nan,": 0 .. 20,000",nan
Viking Rage,"['Action', 'Indie', 'Casual', 'VR', 'Vikings']",: 355,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Mars 2030,"['Simulation', 'Mars', 'Space', 'Exploration', 'VR']",": 1,825",": 0 .. 20,000",nan
Slinger VR,"['Action', 'Casual', 'Indie', 'Simulation', 'VR', 'Singleplayer', 'Sci-fi', 'Adventure', 'Replay Value', '3D', 'Atmospheric', 'First-Person', 'Sandbox', 'Great Soundtrack', 'Modern', 'Relaxing', 'VR Only']",: 287,": 0 .. 20,000",nan
War Remains: Dan Carlin Presents an Immersive Memory,"['Casual', 'Gore', 'Violent', 'Historical', 'World War I', 'VR', 'Horror', 'Dark', 'VR Only']",: 424,": 0 .. 20,000",nan
The Visitor,"['Indie', 'Casual', 'VR', 'Horror', 'VR Only']",: 597,": 0 .. 20,000",: 6 new videos uploaded yesterday.
Directionless,"['Indie', 'VR', 'VR Only']",: 140,": 0 .. 20,000",nan
Directionless,"['Indie', 'VR', 'VR Only']",: 140,": 0 .. 20,000",nan
Reficul VR,"['Action', 'Adventure', 'Indie', 'Action Roguelike', 'VR', 'Violent', 'Gore', 'Simulation', 'Survival', 'Horror', 'Open World', 'Demons', 'Shooter', 'Early Access', 'Survival Horror', 'Rogue-lite', 'Post-apocalyptic', 'Aliens', 'Rogue-like', 'VR Only']",: 752,": 0 .. 20,000",: 0 new videos uploaded yesterday.
