game_name,tags,followers,oweners,num_ytube_vids(one_day)
Qbeh-1: The Atlas Cube,"['Puzzle', 'Indie', 'Casual', 'First-Person', 'Atmospheric', 'Adventure', 'Platformer', 'Level Editor', 'Building', 'Great Soundtrack', 'Exploration', 'Singleplayer', 'VR', 'Relaxing', 'Parkour']",": 3,417",": 50,000 .. 100,000",nan
Motorbike,"['Racing', 'Sports', 'Action', 'Indie', 'Casual', 'Simulation', 'VR', 'Bikes', 'Motorbike']",: 535,": 0 .. 20,000",: 50 new videos uploaded yesterday.
Milkyway Funland,"['Action', 'Adventure', 'VR', 'Shooter', 'Rhythm', 'Casual', 'Simulation', 'Futuristic', 'Music-Based Procedural Generation', 'Comedy', 'Fantasy', 'FPS', 'Indie', '6DOF', 'Free to Play', 'PvE', 'Singleplayer', 'VR Only']",: 89,": 20,000 .. 50,000",nan
Dimension Hunter VR,"['Action', 'Indie', 'Gore', 'Violent', 'Horror', 'VR', 'VR Only']",: 730,": 0 .. 20,000",nan
Show It 2 Me,"['Indie', 'Casual', 'VR', 'Free to Play', 'VR Only']",: 194,": 0 .. 20,000",nan
Jeeboman,"['Action', 'Indie', 'VR', 'VR Only']",: 352,": 0 .. 20,000",nan
RED CUBE VR,"['Action', 'Indie', 'Early Access', 'Adventure', 'Simulation', 'VR', 'Singleplayer', 'Mystery', 'Psychological Horror', 'Cinematic', 'Atmospheric', 'Dark', 'VR Only']",: 484,": 0 .. 20,000",nan
TRESPASS - Episode 2,"['Action', 'Adventure', 'Early Access', 'Simulation', 'VR', 'VR Only']",: 245,": 0 .. 20,000",nan
Space Merchants: Arena,"['Arena Shooter', 'Real Time Tactics', 'Space', 'PvP', 'Artificial Intelligence', 'Physics', 'Trading', 'Shooter', 'Space Sim', 'RPG', 'VR', '3D', 'First-Person', 'Third Person', 'Cyberpunk', 'Controller', 'Action', 'Casual', 'Simulation', 'Loot']",: 323,": 50,000 .. 100,000",nan
Qbeh-1: The Atlas Cube,"['Puzzle', 'Indie', 'Casual', 'First-Person', 'Atmospheric', 'Adventure', 'Platformer', 'Level Editor', 'Building', 'Great Soundtrack', 'Exploration', 'Singleplayer', 'VR', 'Relaxing', 'Parkour']",": 3,417",": 50,000 .. 100,000",nan
Crazy Saloon VR,"['Action', 'Simulation', 'VR', 'VR Only']",: 124,": 0 .. 20,000",nan
One Of The Last,"['Action', 'Strategy', 'Adventure', 'Casual', 'Violent', 'Indie', 'Gore', 'Zombies', 'VR', 'Multiplayer', 'VR Only']",": 1,062",": 0 .. 20,000",: 13 new videos uploaded yesterday.
Toon Ocean VR,"['Indie', 'Casual', 'Adventure', 'VR', 'Underwater', 'Family Friendly', 'Memes', 'Funny', 'Cute', 'Cartoon', 'Colorful', 'Cartoony', 'Singleplayer', 'Exploration', 'Comedy', 'Relaxing', 'Education', 'Simulation', 'Psychological Horror', 'First-Person', 'VR Only']",: 224,": 0 .. 20,000",nan
Space Merchants: Arena,"['Arena Shooter', 'Real Time Tactics', 'Space', 'PvP', 'Artificial Intelligence', 'Physics', 'Trading', 'Shooter', 'Space Sim', 'RPG', 'VR', '3D', 'First-Person', 'Third Person', 'Cyberpunk', 'Controller', 'Action', 'Casual', 'Simulation', 'Loot']",: 323,": 50,000 .. 100,000",nan
Scraper: Gauntlet,"['Action', 'RPG', 'Strategy', 'VR', 'Shooter', 'Sci-fi', 'Procedural Generation', 'Combat', 'Robots', 'Gun Customization', 'VR Only']",: 229,": 0 .. 20,000",nan
PLAY'A VR  Video Player,"['Utilities', 'VR', '360 Video']",: 405,": 50,000 .. 100,000",: 0 new videos uploaded yesterday.
Hindenburg VR,"['Education', 'Design & Illustration', 'Animation & Modeling', 'VR', 'VR Only']",: 278,": 0 .. 20,000",nan
Restaurant Simulator,"['Life Sim', 'Simulation', '3D', 'Dating Sim', 'First-Person', 'Third Person', 'VR', 'Singleplayer', 'Sexual Content', 'Indie', 'Casual', 'Realistic', 'Action', 'Nudity']",: 468,": 0 .. 20,000",: 21 new videos uploaded yesterday.
Bowslinger,"['Archery', 'Indie', 'Sports', 'Casual', 'VR', 'VR Only']",: 321,": 0 .. 20,000",nan
Silent Mansion : Part2,"['Adventure', 'VR', 'Action', 'Puzzle', 'Horror', 'Dark Fantasy', 'Survival Horror', 'Mystery', 'Survival', 'Action-Adventure', '3D', '6DOF', 'Realistic', 'Story Rich', 'PvE', 'Physics', 'Combat', 'Singleplayer', 'Gore', 'Violent', 'VR Only']",: 241,": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
Björk Vulnicura Virtual Reality Album,"['Indie', 'Simulation', 'Music', 'VR', 'VR Only']",: 334,": 0 .. 20,000",nan
VR Baseball,"['Indie', 'Sports', 'VR', 'Baseball', 'VR Only']",: 165,": 0 .. 20,000",nan
Google Spotlight Stories: Sonaria,"['Adventure', 'VR', 'VR Only']",: 226,": 0 .. 20,000",nan
Box: Boxing,"['Action', 'Sports', 'Indie', 'Boxing', 'Fighting', 'VR', 'Casual', 'e-sports', '3D Fighter', 'Psychedelic', 'Voxel', 'First-Person', 'Minimalist', '3D', 'Stylized', 'Abstract', 'Beautiful', 'Futuristic', 'Atmospheric', 'PvP', 'VR Only']",: 44,": 0 .. 20,000",nan
Bomb U!,"['Action', 'Sports', 'Indie', 'Casual', 'VR', 'VR Only']",: 150,": 0 .. 20,000",: 1 new videos uploaded yesterday.
Pane In The Glass,"['Action', 'Simulation', 'Casual', 'VR', 'VR Only']",: 206,": 0 .. 20,000",nan
Meme Dragons,"['Action', 'Early Access', 'Indie', 'Memes', 'VR', 'VR Only']",: 77,": 0 .. 20,000",: 0 new videos uploaded yesterday.
High clear VR,"['Action', 'Casual', 'Sports', 'VR', 'VR Only']",: 244,": 0 .. 20,000",nan
Tea Party Simulator 2015™,"['Simulation', 'Physics', 'Indie', 'Memes', 'Funny', 'Action', 'Psychological Horror', 'Singleplayer', 'Comedy', 'Horror', 'Survival Horror', 'Casual', 'Adventure', 'Post-apocalyptic', 'Story Rich', 'Life Sim', 'Puzzle', 'Time Management', 'Cute', 'VR']",: 916,": 50,000 .. 100,000",nan
Range Day VR,"['Action', 'Indie', 'Early Access', 'Casual', 'Simulation', 'VR', 'VR Only']",: 369,": 0 .. 20,000",nan
VRchaeology: Prologue,"['Free to Play', 'Adventure', 'Casual', 'VR', 'VR Only']",: 437,": 20,000 .. 50,000",nan
ZED,"['Casual', 'Adventure', 'Indie', 'VR', 'Walking Simulator', 'Puzzle', 'Crowdfunded']",": 2,170",": 0 .. 20,000",: 50 new videos uploaded yesterday.
Prisoner 518,"['Adventure', 'Psychological Horror', 'Puzzle', 'Atmospheric', 'VR', 'Sci-fi', 'Story Rich', 'Exploration', 'Cinematic', 'Casual', 'Indie', 'Horror', 'Destruction', 'Music', 'Mystery', 'Psychological', 'Narration', 'Singleplayer', 'Space', 'Linear', 'VR Only']",: 184,": 0 .. 20,000",nan
IKEA VR Pancake Kitchen,"['Hentai', 'Psychedelic', 'VR', 'Free to Play', 'Family Friendly', 'First-Person', 'Life Sim', 'Simulation', 'Exploration', 'Physics', 'Crafting', 'Bullet Hell', 'Casual', 'Dragons', 'Hack and Slash', 'Arena Shooter', 'Fantasy', 'Alternate History', 'Visual Novel', 'Fast-Paced', 'VR Only']",": 1,461",": 20,000 .. 50,000",nan
Thunderballs VR,"['Action', 'Indie', 'VR', 'Multiplayer', 'Shooter', 'Destruction', 'Tower Defense', 'Early Access', 'PvP', 'Stealth', 'Free to Play', 'Strategy', 'Arena Shooter', 'Team-Based', 'Co-op', 'Competitive', 'FPS', 'Online Co-Op', 'e-sports', 'Singleplayer', 'VR Only']",: 165,": 20,000 .. 50,000",nan
VR Jetpack Game,"['VR', 'Flight', 'Multiplayer', 'Shooter', 'Simulation', 'Space Sim', 'FPS', 'Battle Royale', 'Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access', 'Fantasy', 'Twin Stick Shooter', 'Futuristic', 'Robots', 'Sci-fi', 'Space', 'Surreal', 'VR Only']",: 280,": 20,000 .. 50,000",nan
Welcome to Chornobayivka VR,[],nan,": 0 .. 20,000",nan
VR Ping Pong,"['Sports', 'Simulation', 'Indie', 'Casual', 'VR', 'VR Only']",: 517,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Starfighter: Infinity,"['RPG', 'Massively Multiplayer', 'Indie', 'Early Access', 'Space', 'VR']",": 1,163",": 0 .. 20,000",nan
Angels & Demigods - SciFi VR Visual Novel,"['Free to Play', 'VR', 'RPG', 'Visual Novel', 'Adventure', 'Indie', 'Sci-fi', 'Anime']",: 976,": 20,000 .. 50,000",nan
Progeny VR,"['Indie', 'Simulation', 'RPG', 'VR', 'VR Only']",: 64,": 0 .. 20,000",nan
Strata inStudio VR,"['Design & Illustration', 'Animation & Modeling', 'Casual', 'VR', 'VR Only']",: 434,": 20,000 .. 50,000",nan
Dement,"['Indie', 'Action', 'Adventure', 'Violent', 'Gore', 'VR', 'Early Access', 'Survival Horror', 'Horror', 'VR Only']",: 381,": 0 .. 20,000",nan
MEDICALHOLODECK. Surgical Training and Medical Education in Virtual Reality.,"['Medical Sim', 'Free to Play', 'Simulation', 'Education', 'Utilities', 'VR', '3D', 'Exploration', 'VR Only']",": 1,009",": 20,000 .. 50,000",nan
鞭炮&烟花：春节模拟器Firecrackers&fireworks：china new year simulation,"['Simulation', 'Casual', 'Life Sim', 'Open World', 'Walking Simulator', 'Sandbox', 'Atmospheric', 'Idler', 'Exploration', 'Collectathon', '3D', 'First-Person', 'VR', ""1990's"", 'Procedural Generation', 'Automation', 'Singleplayer', 'Indie']",: 276,": 0 .. 20,000",nan
God Of Arrows VR,"['Action', 'Indie', 'Early Access', 'Casual', 'Simulation', 'VR', 'VR Only']",: 160,": 0 .. 20,000",nan
Opening Night at the Großen Schauspielhaus - Berlin 1927,[],nan,": 0 .. 20,000",nan
VRWorkout,"['Early Access', 'Sports', 'Rhythm', 'Fighting', 'Boxing', 'Music-Based Procedural Generation', 'Action', 'Arcade', ""Beat 'em up"", 'First-Person', 'Stylized', 'Abstract', 'VR', 'Old School', 'Sci-fi', 'Retro', 'Futuristic', 'Atmospheric', 'Procedural Generation', 'Score Attack', 'VR Only']",: 166,": 20,000 .. 50,000",nan
Noise,"['Adventure', 'Indie', 'Horror', 'VR', 'Atmospheric', 'Mystery', 'Early Access', 'First-Person', 'Cold War', 'Puzzle', 'Surreal', 'Comedy', 'Psychological Horror', 'Action', 'Zombies', 'Classic', 'Mature', 'Modern', 'Management', 'Documentary']",: 568,": 20,000 .. 50,000",: 50 new videos uploaded yesterday.
Boxplosion,"['Casual', 'Indie', 'Simulation', 'VR', 'VR Only']",: 72,": 0 .. 20,000",nan
Homeward Duck,"['Free to Play', 'Indie', 'Casual', 'VR', 'VR Only']",: 120,": 0 .. 20,000",nan
New Zealand Virtual Debating Chamber,"['Simulation', 'Free to Play', 'Psychological Horror', 'VR', 'VR Only']",: 181,": 0 .. 20,000",nan
No Way Out - A Dead Realm Tale,"['Gore', 'Action', 'Adventure', 'Indie', 'Violent', 'Strategy', 'Horror', 'Multiplayer', 'VR', 'VR Only']",: 648,": 0 .. 20,000",nan
Virtual Gallery,"['Casual', 'Simulation', 'Design & Illustration', 'Utilities', 'Photo Editing', 'VR', 'Experience', 'Walking Simulator', 'VR Only']",: 77,": 20,000 .. 50,000",nan
Together VR - PC Edition DLC,"['Indie', 'Adventure', 'Casual', 'Simulation', 'Nudity', 'VR Only']",nan,": 0 .. 20,000",nan
Together VR - PC Edition DLC,"['Indie', 'Adventure', 'Casual', 'Simulation', 'Nudity', 'VR Only']",nan,": 0 .. 20,000",nan
Tennis Arcade VR,"['Sports', 'Simulation', 'Indie', 'Adventure', 'VR', 'VR Only']",: 104,": 0 .. 20,000",nan
Temple of the Apsara,"['Adventure', 'Indie', 'Action-Adventure', 'Experience', 'VR', 'VR Only']",: 206,": 0 .. 20,000",nan
Worldy Cup,"['Indie', 'Sports', 'Action', 'Early Access', 'VR', 'Football (Soccer)', 'Singleplayer', 'Voxel']",: 310,": 0 .. 20,000",: 15 new videos uploaded yesterday.
Audio Arena,"['Action', 'VR', 'VR Only']",: 112,": 0 .. 20,000",nan
MYRNEscapes,[],nan,": 0 .. 20,000",nan
Roomscale Coaster,"['Action', 'Sports', 'Casual', 'VR', 'VR Only']",: 151,": 0 .. 20,000",nan
Dead GroundZ,"['Action', 'Early Access', 'Adventure', 'Zombies', 'VR', 'Horror', 'Survival Horror', 'Gore', 'Violent', 'Survival', 'FPS', 'Shooter', 'First-Person', 'VR Only']",": 2,409",": 0 .. 20,000",nan
Sing Together,[],nan,": 0 .. 20,000",nan
SpaBerry VR Experience,"['Utilities', 'VR', 'Free to Play', 'Casual', 'Relaxing', 'First-Person', 'Realistic', 'Voice Control', 'VR Only']",: 70,": 0 .. 20,000",nan
Hypatia,"['Massively Multiplayer', 'VR', 'Casual', 'Adventure', 'Free to Play', 'Action']",: 412,": 0 .. 20,000",nan
CYBER VR,"['Action', 'Early Access', 'VR', 'Indie', 'Massively Multiplayer', 'Shooter', 'VR Only']",: 163,": 0 .. 20,000",nan
Slime Rancher: VR Playground,"['Action', 'Adventure', 'Indie', 'Simulation', 'VR', 'Cute']",nan,": 0 .. 20,000",nan
BeanVR—The Social VR APP,"['Free to Play', 'Massively Multiplayer', 'VR', 'Casual', 'Education', 'Action', 'VR Only']",": 1,177",": 50,000 .. 100,000",nan
The Art of Fight | 4vs4 Fast-Paced FPS,"['Action', 'Indie', 'VR', 'FPS', 'Fast-Paced', 'Multiplayer', 'VR Only']",": 2,564",": 0 .. 20,000",nan
SUM,"['Simulation', 'Adventure', 'Indie', 'Early Access', 'Casual', 'Survival', 'VR', 'VR Only']",: 524,": 0 .. 20,000",: 50 new videos uploaded yesterday.
Drums Hero,"['Casual', 'Indie', 'Simulation', 'Sports', 'Music', 'Action', 'VR', 'Rhythm', 'VR Only']",: 659,": 0 .. 20,000",nan
VR SHOOT AROUND - Realistic basketball simulator -,"['Sports', 'Action', 'Casual', 'Simulation', 'Indie', 'VR', 'VR Only']",: 162,": 0 .. 20,000",nan
GizmoVR Video Player,"['Utilities', 'VR', '360 Video', 'Video Production', 'VR Only']",": 1,291",": 100,000 .. 200,000",nan
Honor and Duty: D-Day,"['Action', 'VR', 'FPS', 'Shooter', 'PvP', 'World War II', 'VR Only']",: 106,": 0 .. 20,000",nan
Crazy Machines VR,"['Simulation', 'Indie', 'Casual', 'VR', 'Puzzle', 'VR Only']",: 456,": 0 .. 20,000",nan
COMBAT INSTINCT,"['Adventure', 'Action', 'Indie', 'RPG', 'Sports', 'VR', 'VR Only']",: 301,": 0 .. 20,000",nan
iOMoon,"['Adventure', 'Action', 'Indie', 'Early Access', 'Simulation', 'VR', 'VR Only']",: 429,": 0 .. 20,000",nan
Andromedum,"['Indie', 'Casual', 'VR', 'Visual Novel', 'VR Only']",: 133,": 0 .. 20,000",nan
TSA Frisky,"['Simulation', 'Indie', 'VR', 'Stylized', 'VR Only']",: 168,": 0 .. 20,000",: 1 new videos uploaded yesterday.
Ryte - The Eye of Atlantis,"['First-Person', 'VR', ""1990's"", 'Casual', 'Exploration', 'Walking Simulator', 'Story Rich', 'Puzzle', 'Logic', 'Adventure', 'Point & Click', 'Atmospheric', 'Singleplayer', 'Alternate History', '3D', 'Fantasy', 'Multiple Endings', 'Surreal', 'Choices Matter', 'Narration', 'VR Only']",: 298,": 0 .. 20,000",nan
Fly Dangerous,[],nan,": 0 .. 20,000",nan
VR Theme Park Rides,"['Casual', 'Simulation', 'VR', 'VR Only']",: 149,": 0 .. 20,000",nan
Project CARS 3: Legends Pack,[],nan,": 0 .. 20,000",nan
Into the Rhythm VR,"['Casual', 'VR', 'Rhythm', 'Music', 'VR Only']",: 306,": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
SourVR Video Player,"['Utilities', 'VR', 'Video Production', '360 Video']",: 410,": 20,000 .. 50,000",nan
Windows Mixed Reality for SteamVR,"['Utilities', 'VR']",": 4,730",": 50,000 .. 100,000",nan
Viking Escape,"['Adventure', 'Indie', 'VR', 'Vikings', 'VR Only']",: 94,": 0 .. 20,000",nan
Ancient VR coaster,"['Simulation', 'Adventure', 'Indie', 'Casual', 'VR', 'VR Only']",: 229,": 0 .. 20,000",nan
sphereFACE,"['Action Roguelike', 'Casual', 'Action', 'Indie', 'Rogue-lite', 'Simulation', 'Arcade', 'Shooter', 'Retro', 'Dark', 'Difficult', 'Rogue-like', 'VR']",: 365,": 0 .. 20,000",nan
Sacred Four,"['Action', 'Violent', 'VR', 'VR Only']",: 165,": 0 .. 20,000",: 0 new videos uploaded yesterday.
PITCH-HIT ARCADE,"['Indie', 'Strategy', 'Action', 'Simulation', 'Sports', 'VR', 'VR Only']",: 149,": 0 .. 20,000",nan
PITCH-HIT ARCADE,"['Indie', 'Strategy', 'Action', 'Simulation', 'Sports', 'VR', 'VR Only']",: 149,": 0 .. 20,000",nan
Life of Lon: Chapter 1,"['Adventure', 'VR', 'Puzzle', 'VR Only']",: 245,": 0 .. 20,000",nan
Tale of the Fragmented Star: Single Fragment Version / 星の欠片の物語、ひとかけら版,"['Adventure', 'VR', 'Indie', 'VR Only']",: 443,": 0 .. 20,000",nan
SurrealVR,"['Massively Multiplayer', 'Free to Play', 'Casual', 'VR', 'Indie', 'Simulation', 'Adventure', 'Multiplayer', 'Surreal']",: 899,": 50,000 .. 100,000",nan
Sommad,"['Adventure', 'Indie', 'Casual', 'VR', 'Asymmetric VR', 'Free to Play', 'VR Only']",: 134,": 0 .. 20,000",nan
Nanome,"['Education', 'Design & Illustration', 'Utilities', 'Animation & Modeling', 'VR', 'VR Only']",": 1,027",": 0 .. 20,000",nan
Tahko Alpine Ski,"['Free to Play', 'Casual', 'Simulation', 'Sports', 'VR', 'VR Only']",: 302,": 20,000 .. 50,000",nan
Mount Wingsuit,"['Action', 'Simulation', 'Sports', 'Indie', 'VR']",: 597,": 0 .. 20,000",nan
One Dark Night,"['Free to Play', 'Indie', 'Simulation', 'VR', 'Psychological Horror', 'Political', 'FPS', 'Villain Protagonist', 'VR Only']",: 338,": 20,000 .. 50,000",nan
Orch Star,"['Action', 'Indie', 'Strategy', 'VR', 'Sci-fi', 'Early Access', 'Fantasy']",: 528,": 0 .. 20,000",nan
Book Of Merlin,"['Simulation', 'VR', 'Adventure', 'Indie', 'VR Only']",: 362,": 0 .. 20,000",nan
sphereFACE,"['Action Roguelike', 'Casual', 'Action', 'Indie', 'Rogue-lite', 'Simulation', 'Arcade', 'Shooter', 'Retro', 'Dark', 'Difficult', 'Rogue-like', 'VR']",: 365,": 0 .. 20,000",nan
Starway Fleet,"['Action', 'Simulation', 'Casual', 'Space', 'VR']",": 1,599",": 0 .. 20,000",nan
Music Inside: A VR Rhythm Game,"['Indie', 'Casual', 'Music', 'Rhythm', 'VR', 'VR Only']",: 273,": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
Kamile: The Fall,"['Action', 'Adventure', 'Indie', 'VR', 'Story Rich', 'Futuristic', 'Noir', 'Feature Film', 'Episodic', 'Narrative', 'Dynamic Narration', 'VR Only']",: 201,": 0 .. 20,000",nan
Battle Arena VR,"['Action', 'Fighting', 'Shooter', '3D Fighter', 'Arena Shooter', 'VR', 'Flight', 'First-Person', 'Aliens', 'Cyberpunk', 'Post-apocalyptic', 'Sci-fi', 'PvP', 'Artificial Intelligence', 'Multiplayer', 'Singleplayer', 'VR Only']",: 130,": 50,000 .. 100,000",nan
TrumPiñata,"['Simulation', 'VR', 'Memes', 'Politics', 'Political', 'VR Only']",: 135,": 0 .. 20,000",nan
Project CARS 3: Legends Pack,[],nan,": 0 .. 20,000",nan
Unruly Ghouls,"['Action', 'VR', 'VR Only']",: 109,": 0 .. 20,000",nan
Amends VR,"['Indie', 'VR', 'Story Rich', 'Atmospheric', 'Emotional', 'VR Only']",: 54,": 0 .. 20,000",nan
Smash Party VR,"['Action', 'Indie', 'Early Access', 'Casual', 'VR', 'VR Only']",: 203,": 0 .. 20,000",nan
BellyBots,"['Indie', 'Early Access', 'VR', 'Action', 'Shooter', 'VR Only']",: 146,": 0 .. 20,000",nan
Power Link VR,"['Casual', 'Indie', 'Simulation', 'Sports', 'VR', 'VR Only']",: 261,": 0 .. 20,000",nan
Oblivion Tesseract VR,"['Strategy', 'Action', 'Indie', 'RPG', 'VR', 'VR Only']",: 189,": 0 .. 20,000",nan
Beat the Blitz,"['Free to Play', 'Simulation', 'Sports', 'Action', 'VR', 'VR Only']",: 224,": 0 .. 20,000",nan
Meet the Miner - WDR VR Bergwerk,"['Free to Play', 'Simulation', 'Action', 'Adventure', 'VR', 'VR Only']",: 435,": 20,000 .. 50,000",nan
Arkio,"['Animation & Modeling', 'Design & Illustration', 'Building', 'Multiplayer', 'VR']",: 694,": 0 .. 20,000",nan
ROM: Extraction,"['Action', 'Indie', 'VR', 'Sci-fi', 'Aliens', 'Shooter', 'Futuristic', 'Casual', 'FPS', 'Great Soundtrack', 'Arcade', 'Replay Value', 'Robots', 'Family Friendly', 'VR Only']",": 1,076",": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
Regenesis Arcade,"['Action', 'VR', 'Shooter', 'Survival', 'Arcade', 'Sci-fi', 'Futuristic', 'Destruction', 'Physics', 'Gun Customization', 'Artificial Intelligence', 'Exploration', 'VR Only']",: 302,": 0 .. 20,000",nan
Ripple Effect,"['Free to Play', 'Action', 'Adventure', 'VR', 'Indie', 'Simulation', 'Strategy', 'Casual', 'Multiplayer', 'Hack and Slash', 'VR Only']",": 1,401",": 0 .. 20,000",nan
Darkness Rollercoaster - Ultimate Shooter Edition,"['On-Rails Shooter', 'Hero Shooter', 'FPS', ""Shoot 'Em Up"", 'Shooter', 'Arcade', 'VR', 'Dark Fantasy', 'Sci-fi', 'Cute', 'Dark Humor', 'Bullet Time', 'Asymmetric VR', '3D', 'Action', 'Cartoony', 'Family Friendly', 'Fantasy', 'Science', 'Score Attack', 'VR Only']",: 53,": 0 .. 20,000",nan
Lost in the Ocean VR,"['Action', 'Indie', 'Simulation', 'Adventure', 'VR', 'Survival', 'Crafting', 'Exploration', 'Realistic', 'VR Only']",: 333,": 0 .. 20,000",nan
Dark Legion VR,"['Adventure', 'Casual', 'Indie', 'Action', 'Early Access', 'VR', 'FPS', 'VR Only']",": 1,141",": 0 .. 20,000",nan
2017 VR,"['Action', 'RPG', 'Indie', 'Gore', 'VR', 'Zombies', 'VR Only']",: 0,": 20,000 .. 50,000",nan
Three Quarters Space Station,[],nan,": 0 .. 20,000",nan
OneManVurgeR,"['Action', 'Casual', 'Simulation', 'VR', 'Cooking', 'VR Only']",: 128,": 0 .. 20,000",nan
VINDICTA,"['Early Access', 'VR', 'FPS', 'Action', 'Indie', 'VR Only']",: 399,": 0 .. 20,000",nan
The Rabbit Hole Remastered,"['Adventure', 'Strategy', 'Indie', 'Early Access', 'VR', 'Horror', 'VR Only']",: 267,": 0 .. 20,000",nan
Sort 'Em,"['Early Access', 'Indie', 'Casual', 'Simulation', 'VR', 'VR Only']",: 47,": 0 .. 20,000",nan
Jida Chronicle Chaos frontier VR,"['Adventure', 'Action', 'Indie', 'RPG', 'VR', 'VR Only']",: 98,": 0 .. 20,000",nan
KART CHASER : THE BOOST VR,"['Casual', 'Racing', 'Sports', 'VR', 'VR Only']",: 196,": 0 .. 20,000",nan
Lander 8009 VR,"['Strategy', 'Action', 'Adventure', 'Indie', 'Casual', 'Simulation', 'Early Access', 'VR', 'VR Only']",: 0,": 0 .. 20,000",nan
Lander 8009 VR,"['Strategy', 'Action', 'Adventure', 'Indie', 'Casual', 'Simulation', 'Early Access', 'VR', 'VR Only']",: 0,": 0 .. 20,000",nan
RED: Lucid Nightmare,"['Indie', 'Psychological Horror', 'VR', 'Adventure', 'Atmospheric']",: 145,": 0 .. 20,000",nan
KART CHASER : THE BOOST VR,"['Casual', 'Racing', 'Sports', 'VR', 'VR Only']",: 196,": 0 .. 20,000",nan
